,Trail_name,Difficulty,Average_rating,number_of_reviews,Length (in km),Tags,Est_time,latitude,longitude,current_temperature,current_windspeed,current_winddirection,current_weather_code,City,State,Country,Best_Season,tags_list
161,Pavagadh Hike,Moderate,4.6,4,6.9,"bird watching, hiking, walking, forest, lake, river, views, waterfall, wildflowers, wildlife, historic site, scramble",238.80727808062974,22.5058547,73.4715851,27.2,7.1,225.0,3.0,Halol,Gujarat,India,All Year,"['bird watching', 'scramble', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'river', 'waterfall']"
162,Pakkasuran Peak View Point via Droog Fort,Moderate,4.7,4,9.7,"bird watching, hiking, walking, forest, river, views, wildflowers, wildlife, historic site, scramble",238.80727808062974,11.3459447,76.7965283,24.4,7.2,232.56410256410257,3.0,Coonoor,Tamil Nadu,India,November - February,"['bird watching', 'scramble', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'river']"
163,Munekolala Lake Trail,Moderate,4.8,3,1.0,"bird watching, running, walking, lake, views",238.80727808062974,12.9881567,77.6226,22.0,14.1,255.0,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'running', 'walking', 'lake', 'views']"
164,Phugtal Monastery (Phuktal Gompa),Hard,5.0,4,7.6,"bird watching, hiking, river, views, waterfall, wildlife, historic site, scramble, rocky, snow",238.80727808062974,32.8974437,76.8282077,24.4,7.2,232.56410256410257,3.0,Udaipur,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'rocky', 'snow', 'hiking', 'historic site', 'wildlife', 'views', 'river', 'waterfall']"
165,Malang Gad,Hard,4.6,3,7.6,"bird watching, hiking, mountain biking, off-road driving, road biking, scenic driving, walking, partially paved, forest, river, views, waterfall, wildflowers, wildlife, historic site, scramble, rocky, bugs",238.80727808062974,19.2015607,73.2004771,26.5,5.8,210.0,3.0,Ambarnath,Maharashtra,India,October - February,"['bird watching', 'scenic driving', 'scramble', 'rocky', 'forest', 'partially paved', 'river', 'walking', 'off-road driving', 'hiking', 'road biking', 'wildflowers', 'historic site', 'bugs', 'wildlife', 'views', 'mountain biking', 'waterfall']"
166,Dorothy Seat - Tiffin Top - Lands End - Tiger Top,Moderate,4.6,4,5.3,"hiking, walking, forest, lake, views, wildflowers, wildlife",238.80727808062974,29.3905295,79.460869,19.5,4.4,189.0,3.0,Nainital,Uttarakhand,India,"March - June, September - November","['forest', 'walking', 'lake', 'hiking', 'wildflowers', 'wildlife', 'views']"
167,Kataldhaar Waterfalls,Moderate,4.7,4,3.5,"bird watching, hiking, walking, forest, river, views, waterfall, wildflowers, wildlife, scramble, rocky, muddy",238.80727808062974,18.7618607,73.4038888,25.1,5.1,184.0,3.0,Lonavla,Maharashtra,India,October - February,"['bird watching', 'scramble', 'rocky', 'forest', 'muddy', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river', 'waterfall']"
168,Sattal Waterfall,Easy,4.3,9,2.1,"bird watching, hiking, walking, forest, lake, river, views, waterfall, wildflowers, wildlife, scramble",238.80727808062974,29.3905295,79.460869,19.5,4.4,189.0,3.0,Nainital,Uttarakhand,India,"March - June, September - November","['bird watching', 'scramble', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'wildlife', 'views', 'river', 'waterfall']"
169,Rabdentse Ruins - Pemayangtsi Monastery,Moderate,3.6,5,3.5,"hiking, mountain biking, walking, kid friendly, forest, wildflowers, historic site",238.80727808062974,27.4185173,88.1808338,21.1,5.3,242.0,1.0,Gyalshing,Sikkim,India,All Year,"['kid friendly', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'mountain biking']"
170,Sri Shani Devara Gudi,Moderate,4.4,3,3.5,"bird watching, hiking, walking, views, wildflowers, wildlife, scramble, overgrown, rocky, no shade",238.80727808062974,13.0993764,77.388729,21.6,17.6,255.0,3.0,Chikkaballapur,Karnataka,India,October - February,"['bird watching', 'scramble', 'rocky', 'no shade', 'walking', 'hiking', 'wildflowers', 'overgrown', 'wildlife', 'views']"
171,Ramadevara Betta (The Hiils  From Sholay),Moderate,4.7,6,2.4,"hiking, walking, views, wildlife, historic site, scramble, rocky",238.80727808062974,12.720006,77.3184199,22.8,14.0,252.0,3.0,Ramanagara,Karnataka,India,October - February,"['scramble', 'rocky', 'walking', 'hiking', 'historic site', 'wildlife', 'views']"
172,India Gate,Moderate,4.7,5,5.1,"walking, kid friendly, paved, historic site, city walk",238.80727808062974,28.6430858,77.2192671,27.4,3.8,163.0,95.0,New Delhi,Delhi,India,All Year,"['kid friendly', 'paved', 'walking', 'city walk', 'historic site']"
173,Tiger Hills loop,Moderate,3.7,4,4.0,"camping, bird watching, hiking, walking, backpacking, forest, lake, views, wildflowers, wildlife, scramble",238.80727808062974,11.4126769,76.7030504,15.5,12.2,284.0,3.0,Ooty,Tamil Nadu,India,November - February,"['bird watching', 'scramble', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views']"
174,Panchavati Vanikaran Park - Vetal Tekdi,Moderate,5.0,5,5.0,"bird watching, hiking, walking, forest, views, wildlife, historic site, scramble",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['bird watching', 'scramble', 'forest', 'walking', 'hiking', 'historic site', 'wildlife', 'views']"
175,Durgam Cheruvu,Moderate,4.0,3,3.7,"bird watching, hiking, running, walking, lake, views",238.80727808062974,17.360589,78.4740613,25.6,14.4,271.0,2.0,Hyderabad,Telangana,India,All Year,"['bird watching', 'running', 'walking', 'lake', 'hiking', 'views']"
176,Mcleodganj - Kandi,Hard,4.1,6,19.5,"bird watching, hiking, walking, forest, river, views, wildflowers, wildlife",238.80727808062974,32.2052511,76.3250598,25.9,2.3,231.0,3.0,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river']"
178,Chanderi Fort Trail via Karjat Road,Hard,4.6,5,17.2,"bird watching, hiking, mountain biking, off-road driving, road biking, scenic driving, partially paved, forest, river, views, waterfall, wildflowers, wildlife, historic site, scramble, rocky",238.80727808062974,19.1666237,73.2389064,26.6,6.8,198.0,3.0,Badlapur,Maharashtra,India,October - February,"['bird watching', 'scenic driving', 'scramble', 'rocky', 'forest', 'partially paved', 'river', 'off-road driving', 'hiking', 'road biking', 'wildflowers', 'historic site', 'wildlife', 'views', 'mountain biking', 'waterfall']"
179,Kharghar Hill Road,Moderate,4.0,4,8.0,"bird watching, hiking, mountain biking, running, walking, partially paved, views, wildflowers, wildlife",238.80727808062974,19.0308262,73.0198537,27.1,13.7,210.0,80.0,Navi Mumbai,Maharashtra,India,October - February,"['bird watching', 'running', 'partially paved', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'mountain biking']"
180,St Patrick's Cathedral,Moderate,3.9,16,3.4,"road biking, walking, kid friendly, paved, views, historic site, city walk",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['kid friendly', 'paved', 'walking', 'city walk', 'road biking', 'historic site', 'views']"
181,Sabarmati Riverfront Walkway,Moderate,4.6,7,10.0,"bird watching, hiking, running, walking, kid friendly, partially paved, river, views, city walk",238.80727808062974,23.0215374,72.5800568,27.0,4.9,216.0,3.0,Ahmedabad,Gujarat,India,All Year,"['bird watching', 'kid friendly', 'running', 'partially paved', 'walking', 'hiking', 'city walk', 'views', 'river']"
182,Thalamalai Perumal Temple,Hard,4.3,6,6.3,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,11.3033889,78.118604,27.8,9.7,270.0,3.0,Namakkal,Tamil Nadu,India,November - February,"['bird watching', 'rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
183,Kalyani Nagar Double Loop,Easy,4.0,45,5.6,"road biking, paved, city walk, pub walk",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['city walk', 'road biking', 'paved', 'pub walk']"
184,Tikona Peak Trail,Moderate,4.5,4,2.1,"bird watching, hiking, cave, forest, lake, views, wildflowers, wildlife, historic site, scramble, off trail",238.80727808062974,18.5134117,73.5668846,24.4,4.7,171.0,3.0,Mulshi,Maharashtra,India,October - February,"['bird watching', 'wildlife', 'scramble', 'off trail', 'forest', 'lake', 'hiking', 'wildflowers', 'historic site', 'cave', 'views']"
185,Matheran Loop,Hard,4.5,3,14.3,"bird watching, hiking, walking, partially paved, forest, lake, river, views, waterfall, wildflowers, wildlife, city walk, rocky",238.80727808062974,18.9127655,73.3228202,24.4,7.2,232.56410256410257,3.0,Karjat,Maharashtra,India,October - February,"['bird watching', 'rocky', 'forest', 'partially paved', 'walking', 'lake', 'hiking', 'wildflowers', 'city walk', 'wildlife', 'views', 'river', 'waterfall']"
186,Surkanda Devi Temple,Moderate,4.0,5,2.3,"hiking, walking, forest, river, views, wildflowers, wildlife, rocky",238.80727808062974,30.4582924,78.2083778,19.2,2.1,211.0,3.0,Dhanaulti,Uttarakhand,India,"March - June, September - November","['rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river']"
187,Ghat Ki Guni Tunnel Top Hike,Moderate,5.0,5,3.7,"hiking, walking, forest, views, wildflowers, wildlife",238.80727808062974,26.9154576,75.8189817,25.5,4.9,306.0,95.0,Jaipur,Rajasthan,India,All Year,"['forest', 'walking', 'wildflowers', 'hiking', 'wildlife', 'views']"
188,MelmudiI Ranganathar Temple,Hard,4.9,7,10.9,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, historic site",238.80727808062974,11.0993875,76.9385529,25.4,6.3,211.0,3.0,Bilichi,Tamil Nadu,India,November - February,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
189,The Lost Lake - Nest Lake Trail,Moderate,3.8,5,16.9,"bird watching, hiking, mountain biking, off-road driving, walking, backpacking, via ferrata, kid friendly, partially paved, forest, lake, views, wildflowers, rocky",238.80727808062974,28.4646148,77.0299194,27.0,4.1,165.0,95.0,Gurgaon,Haryana,India,All Year,"['bird watching', 'via ferrata', 'rocky', 'kid friendly', 'forest', 'partially paved', 'walking', 'off-road driving', 'hiking', 'lake', 'wildflowers', 'backpacking', 'views', 'mountain biking']"
190,Manikgad,Moderate,5.0,3,7.2,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, historic site",238.80727808062974,18.787747,73.3438185,26.1,7.3,200.0,3.0,Khopoli,Maharashtra,India,October - February,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
191,MelmudiI Ranganathar Temple Trail,Hard,3.9,3,17.7,"bird watching, hiking, forest, views, wildflowers, wildlife, historic site, scramble, rocky",238.80727808062974,11.0018115,76.9628425,25.1,15.7,238.0,3.0,Coimbatore,Tamil Nadu,India,November - February,"['bird watching', 'scramble', 'rocky', 'forest', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
192,Visapur Fort Loop,Moderate,5.0,2,7.4,"camping, bird watching, hiking, walking, backpacking, cave, forest, river, views, waterfall, wildflowers, wildlife, historic site, scramble, rocky",238.80727808062974,18.7669374,73.5524324,24.0,6.1,242.0,3.0,Kamshet,Maharashtra,India,October - February,"['bird watching', 'wildlife', 'scramble', 'rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'camping', 'backpacking', 'cave', 'views', 'river', 'waterfall']"
193,Mahinder Ground Run,Moderate,4.3,11,6.6,"running, walking, city walk",238.80727808062974,30.4998156,77.8625457,26.5,3.6,225.0,2.0,Dehradun district,Uttarakhand,India,"March - June, September - November","['city walk', 'running', 'walking']"
194,Chapora Fort Trail,Moderate,3.3,7,2.9,"bird watching, hiking, beach, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,15.5926511,73.8119741,27.0,16.5,259.0,95.0,Mapusa,Goa,India,November - February,"['bird watching', 'rocky', 'beach', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
195,Ghoradeshwar Loop,Moderate,4.4,3,4.2,"bird watching, hiking, walking, partially paved, forest, views, wildflowers, wildlife, historic site",238.80727808062974,18.7669374,73.5524324,24.0,6.1,242.0,3.0,Kamshet,Maharashtra,India,October - February,"['bird watching', 'forest', 'partially paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
196,Sinhagad - Kalyan Gate Loop,Hard,5.0,1,6.4,"bird watching, hiking, walking, views, wildflowers, historic site, scramble, rocky, no shade",238.80727808062974,18.3036029,73.5824636,24.4,7.2,232.56410256410257,3.0,Velhe,Maharashtra,India,October - February,"['bird watching', 'scramble', 'rocky', 'no shade', 'walking', 'hiking', 'wildflowers', 'historic site', 'views']"
197,Sadasiva Kona Temple and Waterfalls Trail,Moderate,4.5,6,9.2,"hiking, walking, forest, river, views, waterfall",238.80727808062974,13.4381418,79.5522138,28.8,15.9,283.0,3.0,Puttur,Andhra Pradesh,India,All Year,"['forest', 'walking', 'hiking', 'views', 'river', 'waterfall']"
198,Leh Market - Shanti Stupa,Easy,4.4,3,5.1,"hiking, walking, paved, river, views, historic site, city walk, no shade",238.80727808062974,33.352126,78.2473789,5.7,5.4,200.0,2.0,Leh,Ladakh,India,All Year,"['no shade', 'paved', 'walking', 'hiking', 'historic site', 'city walk', 'views', 'river']"
199,Bharon-ki-Ser - Bhawana MTB Trail,Moderate,3.7,6,5.1,"bird watching, hiking, mountain biking, running, walking, river, views, wildflowers",238.80727808062974,30.8999479,76.9619744,23.0,2.5,262.0,2.0,Kasauli,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'running', 'river', 'walking', 'hiking', 'wildflowers', 'views', 'mountain biking']"
200,Mel Sithar Malai Elampillai,Hard,3.2,24,9.7,"hiking, walking, views, historic site, no shade",238.80727808062974,11.6469616,78.2106958,24.9,9.4,247.0,2.0,Salem,Tamil Nadu,India,November - February,"['no shade', 'walking', 'hiking', 'historic site', 'views']"
201,Jal Mahal Lake Periphery Run,Moderate,5.0,11,4.5,"running, walking, kid friendly, lake, historic site, no shade",238.80727808062974,26.9154576,75.8189817,25.5,4.9,306.0,95.0,Jaipur,Rajasthan,India,All Year,"['no shade', 'kid friendly', 'running', 'walking', 'lake', 'historic site']"
202,Suraj Kund - Jamna Kund - Ganga Kund,Hard,4.8,5,9.0,"bird watching, hiking, walking, partially paved, forest, lake, views, wildflowers, wildlife, historic site",238.80727808062974,22.5058547,73.4715851,24.4,7.2,232.56410256410257,3.0,Halol,Gujarat,India,All Year,"['bird watching', 'forest', 'partially paved', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
203,Rhododendron Trail,Moderate,4.8,5,6.1,"bird watching, hiking, forest, views, wildflowers, wildlife",238.80727808062974,25.5760446,91.8825282,20.6,4.9,163.0,2.0,Shillong,Meghalaya,India,All Year,"['bird watching', 'forest', 'hiking', 'wildflowers', 'wildlife', 'views']"
204,Beas Kund via Solang Valley,Hard,4.5,4,11.7,"camping, hiking, snowshoeing, backpacking, lake, river, views, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,32.2454608,77.1872926,24.4,7.2,232.56410256410257,3.0,Manali,Himachal Pradesh,India,"April - June, September - November","['scramble', 'rocky', 'snow', 'snowshoeing', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river']"
205,Irshalgad - Prabalgad,Hard,4.7,3,14.8,"bird watching, hiking, walking, forest, lake, river, views, wildflowers, wildlife, historic site, scramble, rocky",238.80727808062974,18.787747,73.3438185,24.4,7.2,232.56410256410257,3.0,Khopoli,Maharashtra,India,October - February,"['bird watching', 'scramble', 'rocky', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'river']"
206,Rainbow Falls,Hard,5.0,6,8.2,"bird watching, hiking, walking, forest, river, views, waterfall, wildflowers, wildlife",238.80727808062974,25.2648821,91.718957,22.0,6.8,162.0,2.0,Shella Bholaganj,Meghalaya,India,All Year,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river', 'waterfall']"
207,Hanumangarh Loop,Hard,4.2,3,22.7,"bird watching, hiking, walking, forest, river, views, wildflowers, wildlife, historic site, scramble, rocky",238.80727808062974,32.053021,76.672197,23.9,2.0,225.0,3.0,Baijnath,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'river']"
208,Rajmachi Fort Trek (Karjat Side),Hard,4.5,2,10.1,"bird watching, hiking, walking, forest, river, views, waterfall, wildflowers, wildlife, historic site, scramble",238.80727808062974,18.7618607,73.4038888,25.1,5.1,184.0,3.0,Lonavla,Maharashtra,India,October - February,"['bird watching', 'scramble', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'river', 'waterfall']"
209,Rock Beach Viewpoint - Sagar Nagar Beach,Moderate,3.5,3,10.8,"bird watching, hiking, road biking, running, walking, beach, views",238.80727808062974,17.6935526,83.2921297,29.6,9.4,230.0,3.0,Visakhapatnam,Andhra Pradesh,India,All Year,"['bird watching', 'beach', 'running', 'walking', 'hiking', 'road biking', 'views']"
210,Malpur Mahlpur MTB Trail,Moderate,3.5,6,3.7,"bird watching, hiking, mountain biking, running, walking, river, views",238.80727808062974,30.8249757,76.8826281,26.7,4.7,212.0,80.0,Kalka,Haryana,India,All Year,"['bird watching', 'running', 'river', 'walking', 'hiking', 'views', 'mountain biking']"
211,Bijli Mahadev,Hard,4.8,3,5.1,"hiking, walking, forest, views, wildflowers, wildlife, historic site, scramble",238.80727808062974,31.9578974,77.1089232,23.3,2.9,210.0,3.0,Kullu,Himachal Pradesh,India,"April - June, September - November","['scramble', 'forest', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
212,Morgiri Fort Trek,Moderate,4.2,3,5.3,"bird watching, hiking, cave, forest, views, wildflowers, historic site, scramble",238.80727808062974,18.7618607,73.4038888,25.1,5.1,184.0,3.0,Lonavla,Maharashtra,India,October - February,"['bird watching', 'scramble', 'forest', 'hiking', 'wildflowers', 'historic site', 'cave', 'views']"
213,Lal Tibba - Ladhur - Jakhna Devi - Kyari,Hard,4.5,3,16.1,"bird watching, hiking, mountain biking, forest, river, views, wildflowers, wildlife, scramble",238.80727808062974,30.4569012,78.0782906,19.6,2.1,211.0,3.0,Mussoorie,Uttarakhand,India,"March - June, September - November","['bird watching', 'scramble', 'forest', 'river', 'hiking', 'wildflowers', 'wildlife', 'views', 'mountain biking']"
214,Sunset Point (Narhe),Easy,4.2,43,3.7,"hiking, walking, kid friendly, partially paved, lake, views, wildflowers, wildlife, historic site",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['kid friendly', 'partially paved', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
215,Shivneri Fort,Moderate,4.6,5,6.3,"hiking, walking, kid friendly, partially paved, views, historic site",238.80727808062974,19.2094471,73.8771937,23.1,8.0,280.0,3.0,Junnar,Maharashtra,India,October - February,"['kid friendly', 'partially paved', 'walking', 'hiking', 'historic site', 'views']"
216,Vichitragad (Rohida),Hard,4.7,5,6.0,"bird watching, hiking, walking, partially paved, forest, views, wildflowers, wildlife, historic site",238.80727808062974,18.2127606,73.8163663,23.3,7.3,261.0,3.0,Bhor,Maharashtra,India,October - February,"['bird watching', 'forest', 'partially paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
217,Eco Park Trail,Easy,4.8,4,4.5,"bird watching, walking, kid friendly, paved, lake, wildflowers, wildlife, city walk",238.80727808062974,22.5882834,88.4734476,28.6,5.6,130.0,3.0,New Town,West Bengal,India,October - March,"['bird watching', 'kid friendly', 'paved', 'walking', 'lake', 'wildflowers', 'city walk', 'wildlife']"
218,Nandi One Trek,Moderate,5.0,3,6.6,"bird watching, hiking, walking, kid friendly, views, wildflowers, wildlife, scramble, overgrown, rocky, no shade",238.80727808062974,13.0993764,77.388729,21.6,17.6,255.0,3.0,Chikkaballapur,Karnataka,India,October - February,"['bird watching', 'scramble', 'rocky', 'kid friendly', 'no shade', 'walking', 'hiking', 'wildflowers', 'overgrown', 'wildlife', 'views']"
219,Kolagappara Peak Trail,Moderate,4.5,5,8.7,"bird watching, hiking, partially paved, forest, river, views, wildflowers, wildlife, rocky",238.80727808062974,11.6631885,76.259553,22.4,6.0,237.0,2.0,Sultan Bathery,Kerala,India,September - March,"['bird watching', 'rocky', 'forest', 'partially paved', 'hiking', 'wildflowers', 'wildlife', 'views', 'river']"
220,Prinkti La (Shilla - Lamayuru),Hard,5.0,2,9.5,"hiking, snowshoeing, walking, river, views, wildflowers, scramble, rocky, no shade",238.80727808062974,34.3210535,76.8798989,15.6,6.0,303.0,2.0,Khaltse,Ladakh,India,All Year,"['scramble', 'no shade', 'rocky', 'snowshoeing', 'walking', 'hiking', 'wildflowers', 'views', 'river']"
221,Kondhane Buddhist Caves (Kondana Caves),Moderate,4.8,3,2.7,"bird watching, hiking, walking, cave, forest, views, wildflowers, wildlife, historic site",238.80727808062974,18.9127655,73.3228202,26.2,7.3,200.0,3.0,Karjat,Maharashtra,India,October - February,"['bird watching', 'wildlife', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'cave', 'views']"
222,Bhaja Buddhist Caves,Moderate,4.7,3,1.3,"walking, kid friendly, partially paved, cave, historic site",238.80727808062974,18.7669374,73.5524324,24.0,6.1,242.0,3.0,Kamshet,Maharashtra,India,October - February,"['kid friendly', 'partially paved', 'walking', 'historic site', 'cave']"
223,Sonamarg - Vishansar and Krishansar Lake,Hard,4.5,2,42.6,"camping, bird watching, hiking, backpacking, forest, lake, river, views, waterfall, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,34.302387,75.2965551,19.8,4.6,231.0,3.0,Sonamarg,Jammu and Kashmir,India,May - October,"['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river', 'waterfall']"
224,Nagala East,Moderate,3.6,5,12.4,"camping, bird watching, hiking, walking, backpacking, forest, lake, river, views, wildflowers, wildlife",238.80727808062974,13.5824997,79.9269651,31.2,10.8,274.0,3.0,Varadaiahpalem,Andhra Pradesh,India,All Year,"['bird watching', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river']"
225,Kartik Swami Mandir Temple,Hard,4.0,4,5.3,"hiking, horseback riding, partially paved, forest, views, wildflowers, historic site, snow",238.80727808062974,30.5845117,79.1287714,19.9,2.2,189.0,3.0,Ukhimath,Uttarakhand,India,"March - June, September - November","['snow', 'forest', 'partially paved', 'hiking', 'wildflowers', 'historic site', 'horseback riding', 'views']"
226,Kamand Bridge - Griffon Peak,Hard,3.9,4,6.9,"bird watching, hiking, walking, river, views, wildflowers, wildlife, no shade",238.80727808062974,31.6516617,77.0092542,23.5,1.8,259.0,80.0,Mandi,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'no shade', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river']"
227,Upper Bhagsu - Galu Devi Waterfall,Hard,3.3,3,16.6,"bird watching, hiking, snowshoeing, walking, forest, river, views, waterfall, wildflowers, wildlife, historic site, city walk, pub walk",238.80727808062974,32.2052511,76.3250598,26.1,2.7,247.0,3.0,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'pub walk', 'forest', 'snowshoeing', 'walking', 'hiking', 'wildflowers', 'historic site', 'city walk', 'wildlife', 'views', 'river', 'waterfall']"
228,Sitadevi Lake Falls,Hard,3.5,4,6.8,"bird watching, hiking, walking, forest, lake, river, views, waterfall, wildflowers, wildlife, bugs, muddy",238.80727808062974,10.0428441,77.1806942,22.4,11.0,281.0,3.0,Chinnakanal,Kerala,India,September - March,"['bird watching', 'forest', 'muddy', 'walking', 'lake', 'hiking', 'wildflowers', 'bugs', 'wildlife', 'views', 'river', 'waterfall']"
229,Himani Chamunda,Hard,4.2,4,10.9,"hiking, snowshoeing, walking, lake, views, wildflowers, wildlife, historic site, rocky, snow",238.80727808062974,32.0957729,76.3791619,25.6,2.7,247.0,3.0,Nagrota Bagwan,Himachal Pradesh,India,"April - June, September - November","['rocky', 'snow', 'snowshoeing', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
230,Kaikondrahalli Lake Trail,Easy,5.0,1,2.1,"bird watching, road biking, running, walking, kid friendly, paved, lake, views",238.80727808062974,12.9881567,77.6226,24.4,7.2,232.56410256410257,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'kid friendly', 'paved', 'running', 'walking', 'lake', 'road biking', 'views']"
231,Leh - Saboo Trail,Moderate,4.7,3,13.4,"camping, bird watching, hiking, backpacking, forest, river, views, wildflowers, wildlife, historic site, scramble",238.80727808062974,33.352126,78.2473789,5.9,5.4,200.0,2.0,Leh,Ladakh,India,All Year,"['bird watching', 'scramble', 'forest', 'hiking', 'wildflowers', 'historic site', 'camping', 'backpacking', 'wildlife', 'views', 'river']"
232,Murlidhar Krishna Mandir,Moderate,4.8,4,2.6,"bird watching, hiking, snowshoeing, walking, kid friendly, forest, views, wildflowers, wildlife, historic site",238.80727808062974,31.9578974,77.1089232,24.4,7.2,232.56410256410257,3.0,Kullu,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'kid friendly', 'forest', 'snowshoeing', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
233,KabbalaDurga Trek,Moderate,4.4,3,2.9,"bird watching, hiking, forest, views, wildflowers, historic site, rocky",238.80727808062974,12.5450268,77.4199095,24.2,14.7,248.0,3.0,Kanakapura,Karnataka,India,October - February,"['bird watching', 'rocky', 'forest', 'hiking', 'wildflowers', 'historic site', 'views']"
234,Khecheopalri Lake Loop,Moderate,3.8,4,1.8,"bird watching, hiking, walking, forest, lake, views, wildflowers, wildlife, historic site",238.80727808062974,27.4185173,88.1808338,21.2,5.8,240.0,2.0,Gyalshing,Sikkim,India,All Year,"['bird watching', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
235,Yercaud Top,Hard,4.3,3,6.1,"bird watching, hiking, walking, forest, views, wildflowers, wildlife",238.80727808062974,11.7852074,78.2075392,21.5,6.8,273.0,1.0,Yercaud,Tamil Nadu,India,November - February,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
236,Asherigad Fort Trail,Hard,3.5,6,6.3,"hiking, walking, views, historic site",238.80727808062974,19.7969195,73.0937283,26.1,6.5,186.0,3.0,Vikramgad,Maharashtra,India,October - February,"['hiking', 'historic site', 'views', 'walking']"
237,Minchukallu Betta,Moderate,3.5,4,4.3,"hiking, walking, views, wildlife, scramble, rocky",238.80727808062974,13.3400771,77.1006208,24.4,7.2,232.56410256410257,3.0,Tumkur,Karnataka,India,October - February,"['scramble', 'rocky', 'walking', 'hiking', 'wildlife', 'views']"
238,Meesapulimala via Rhodo Valley,Moderate,4.0,1,12.1,"bird watching, hiking, walking, forest, river, views, waterfall, wildflowers, wildlife",238.80727808062974,10.0869959,77.0600915,22.1,11.0,281.0,3.0,Munnar,Kerala,India,September - March,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river', 'waterfall']"
